question,reply
ذهبت أنا وزوجتي إلى بيت الله الحرام ، وبعد العودة ظهر لدينا شك بخصوص طواف النساء ، حيث اضطررنا بالطواف في الدور الثاني بسبب الازدحام الشديد ، رغم أننا أدينا ركعتي الطواف في الدور الأرضي ، فما هو الحكم الشرعي بالضبط ؟,لا يصح الطواف من الطابق الثاني إذا كان أعلى من الكعبة وعليه فلا يجوز لكما الاستمتاع الجنسي حتى تعودا أو تطوفا طواف النساء وتصليا صلاته فإذا لم تتمكنا من الرجوع استنبتما من يطوف عنكما وليخبركما بالهاتف بعد الطواف فتصليان صلاته في بلدكم .
ما هو حكم من اخل بطواف النساء في الشوط السابع ثم اعاد عمرة كاملة في السنة التالية لتصحيح ذلك الخلل فهل عليه شيء ام يجزيه؟,يجزيه ذلك.
يذكر السيد الخوئي (قدس سره) ان طواف النساء وصلاته ليسا من نسك الحج في حين تذكر سماحة السيد السيستاني في مناسكه (بخصوصها) وهما وان كانا من الواجبات الا انهما ليسا من اركان الحج، فتركهما (ولو عمداً لا يوجب فساد الحج)؟ فهل المقصود انهما من واجبات الحج غيرالركنية؟ ام المقصود انهما من الواجبات المستقلة؟,واجب غير ركني.
امراة اعتمرت قبل عشر سنوات لكنها فقط قامت بالطواف الاول(طواف العمرة) وسعت بين الصفا والمروة وقصرت ولم تاتي بطواف النساء جهلا بوجوب الطواف للعلم لم يكن مع الحملة مرشد و قد تزوجت وانجبت طفلين ولم تعرف المسالة الا هذه الايام بعد مرورعشر سنوات السؤال هو: ١ـ طبعا عليها قضاء الطواف وصلاتها وانابة احد يطوف عنها في حال التنويب هل تكفي صلاة المنوب ام لا؟ ٢ـ ما حكم الاولاد في هذه الحالة؟ ٣ـ هل يستوجب ذلك كفارة مالية او يجزي الاستغفار؟,١ـ لا تجوز الاستنابة مع تمكنها من الذهاب بنفسها ومع عدم التمكن تستنيب وعلي النائب ان يخبرها بعد الطواف بالهاتف لتصلي في بلدها. ٢ـ الاولاد شرعيون ولكن عليهما الامتناع من الاستمتاعات حتي تطوف او يطاف عنها مع العجز كما يجب اجراء عقد جديد علي الاحوط. ٣ـ لا كفارة عليها الا اذا استمرت في الاستمتاع بعد العلم.
لو أن شخصا طاف طواف النساء وبعد سنة اكتشف أن طوافه باطل ، فلو ذهب الى العمرة مرة ثانية فهل يتوجب عليه أن يطوف طواف النساء مرتين ، مرة عن طواف النساء الحالي ومرة عن طواف النساء السابق ، أم أن الطواف الحالي يجزي عن العمرة السابقة ؟,الاحوط وجوبا ان يطوف مرتين.
هل يحل المعتمر من احرامه مباشرة بعد صلاة ركعتي طواف النساء ام يتوجب عليه العودة من مكة الى مقر سكنه في جدة للخروج من الاحرام؟,يحل بصلاة الطواف.
اعتمرت عن اخي المتوفى وفي أثناء طواف النساء كان برفقتي احد الأصدقاء الذي اوشك احرامه السفلى ان يقع وطلب مني المساعدة وبدون قصد استدرت نحوه حيث كان يطوف عن يميني واصلحت احرامه لعدم معرفته بربط الأحرام وأكملت الطواف. السؤال: هل يعتبر طوافي خاطئ وتحرم علي زوجتي؟,أن لم يحصل خلل في طوافك بشيء حين استدارتك نحوه أو حصل وقد تداركته من موضع الخلل فلا إشكال.
امرأة سجلت لنفسها دوراً في مؤسسة الحجّ والزيارة ولكنّها توفيت قبل مجيء دورها ويريد ولدها ان يؤدي الحجّ عنها ولكن بقية الورثة يرفضون ذلك ويطلبون منح الدور لشخصٍ آخر بازاء مبلغ يوزع على الورثة فما هو الحكم؟,إذا كان الحجّ مستقرّاً في ذمتها - ولو من جهة تمكنها من شراء دور غيرها قبل وفاتها من دون ان يكون اجحافاً في حقها - وجبت الاستنابة عنها وإلاّ لم يجب.
إذا كان بين مسكن المكلّف في جدّة ومكة المكرمة طريقان احدهما القديم والاخر الجديد والثاني اطول مسافة من الأول والاول اقل من ستة عشر فرسخاً فما هو فرض المكلّف في مفروض السؤال؟,حكمه الإفراد أو القِران ولا اثر لوجود الطريق الآخر الاطول مسافة.
هل يجب الخمس في المال المبذول للحج وإن كان مخمساً عند الباذل؟,إذا كان البذل على سبيل التمليك وجب عليه أداء خمسه عند حلول رأس سنته الخمسية إذا لم يصرفه في الحج، وأما إذا كان على سبيل الإذن في الصرف فلا موضوع لوجوب الخمس فيه على المبذول له أصلا.
هل يعد أداء الحج الاستحبابي من المؤونة المستثناة من الخمس أم لابد من تخميس نفقته إذا كانت من الإرباح التي يثبت فيها الخمس؟,لا يجب تخميسها.
هل يجوز تقديم النحر أو الذبح علي رمي جمرة العقبة الكبري يوم العيد؟,لا يجوز علي الأحوط ولكن لو قدّمه جهلاً أو نسياناً لم يحتاج إلي الإعادة.
ذكرتم جواز التظليل الجانبي (في المسألة ٦٠٣) الذي يحصل بسبب وقوف أو جلوس أحد الركاب ما لم يخرج عن النحو المتعارف؟ فما المقصود بالنحو المتعارف في عبارة السيد؟ وهل يكون الحكم في هذه المسألة بنحو الفتوى أو الإحتياط الوجوبي؟,النحو المتعارف من جلوس بعض الركاب أو وقوفه أن لا يتكون حول الشخص سياج مظلل ثابت بحيث يمنع من صدق الإضحاء للشمس، ثم إن أصل مسألة التظليل الجانبي بالنسبة للراكب عند سماحة السيد (دام ظله) مبنية على الاحتياط الوجوبي .
لماذا يفضل الحج المندوب ( حج التمتع ) على حج الإفراد ؟,جاء عن الإمام الباقر ( عليه السلام ) أن المتمتع بالعمرة إلى الحج أفضل من المفرد السائق للهدي ، وكان يقول ( عليه السلام ) : ليس يدخل الحاج بشيء أفضل من المتعة . وجاء عن الإمام الصادق ( عليه السلام ) : ( لو حججت ألف عام لم أقرُّ بها إلا متمتعاً ) .
"السلام عليكم ورحمة الله وبركاته
هل التقاط الصورة في أيام الحج حرام ؟","عليكم السلام ورحمة الله وبركاته 
ليست بحرام , ما لم تنافِ واجبات الحج ."
"سلامُ عليكم ورحمة الله وبركاته 
لدي مال وليس لدي سنة خمسية وأريد أن ادفع من مالي الشخصي لشخص لكي يحج عن اخي الشهيد بالنيابة عنه , فهل يجوز ذلك ؟","عليكم السلام ورحمة الله 
ترك الخمس حرام شرعا
 و لكن يجوز اعطاءه من الأرباح الجديدة التي حصلت عليها و لم تمر عليها رأس السنة الخمسية"
إذا لم يسمح للمستطيع للحج … بالسفر إلى الحج في سنة، هل تجب عليه المحافظة على الاستطاعة ما أمكن إلى السنة الأخرى أو غيرها، أم يسقط ذلك عنه إلى حين اقتراب موعد الحج الثاني إن بقيت تلك الاستطاعة؟,نعم يجب المحافظة على الاستطاعة، فلو صرفه ولم يحفظه استقر عليه الحج ولم يكن معذوراً. والله العالم.
لو تحققت الاستطاعة المالية للحج لدى المكلف في سنة من السنين لكنه منع من السفر إلى الحج ولم يُعط الفيزا من قبل السلطات … كما يحصل كثيرا عندنا في هذه الأيام، فقد كنتم ذكرتم في جواب بعض الاستفتاءات لزوم المحافظة على الاستطاعة من دون تحديد مدة، لكن لو اضطر لحاجاته الحياتية الضرورية إلى صرف هذا المال بعد وقت الحج ولم يمكنه في سنوات لاحقة تحصيل ما يكفيه لأدائه، هل يعتبر حينذاك ممن يجب عليه الحج ولو متسكعا وعلى أي حال، أم يسقط عنه الوجوب؟,في الصورة المفروضة لا يستقر عليه الحج كي يجب عليه ولو متسكعا بل إذا استطاع في السنين الآتية وجب وإلا فلا.
